	GB19-0250	GB19-0251	GB19-0252	GB19-0253	GB19-0254	MLW-0517-0-5	MLW-0517-10	MLW-0517-20	MLW-0517-25	MLW-0517-30	MLW-0518-00	MLW-0518-05	MLW-0518-10	MLW-0518-12	MLW-0518-17	MLW-0518-20	MLW-0518-25	MLW-0518-35	MLW-0519-05	MLW-0519-12	MLW-0519-15	MLW-0519-17	MLW-0519-25	MLW-0519-35	MLW-0521-05	MLW-0521-10	MLW-0521-14	MLW-0521-18	MLW-0521-22	MLW-0521-27	MLW-0521-35	MLW-0617-0-5m	MLW-0617-10m	MLW-0617-15m	MLW-0617-20m	MLW-0617-27m	MLW-0917-05-1	MLW-0917-05-2	MLW-0917-05-3	MLW-0917-10-1	MLW-0917-10-2	MLW-0917-10-3	MLW-0917-15-1	MLW-0917-15-2	MLW-0917-15-3	MLW-0917-20-1	MLW-0917-20-2	MLW-0917-20-3	MLW-0917-24-1	MLW-0917-24-2	MLW-0917-24-3	MLW-0917-5-1	MLW-0917-5-2	MLW-0917-5-3	MLW-0919-00	MLW-0919-10	MLW-0919-16	MLW-0919-17	MLW-0919-18	MLW-0919-20	MLW-0919-30	MLW-0920-05	MLW-0920-10	MLW-0920-15	MLW-0920-18	MLW-0920-20	MLW-0920-22	MLW-0920-25	MLW-0920-30	MLW-1018-00	MLW-1018-05	MLW-1018-12	MLW-1018-15	MLW-1018-17	MLW-1018-20	MLW-1018-30	MLW-1018-35	MLW-DNAexBlank-50cyc
ASV_61	3	11	10	73	29	20	15	27	17	31	0	0	0	0	4	0	0	0	37	30	9	7	4	5	17	28	21	16	5	6	10	12	1	0	0	0	7	0	6	0	3	0	0	0	0	0	4	0	0	0	7	9	0	0	52	43	19	11	10	10	5	324	265	317	158	48	42	25	14	53	92	51	11	7	2	9	6	0
ASV_62	249	39	135	0	1	0	0	7	8	11	0	0	0	6	68	42	21	73	3	11	13	34	142	135	0	0	0	0	0	0	0	0	0	0	1	1	5	11	2	29	42	30	9	9	9	4	8	4	7	7	6	2	0	1	1	9	99	44	56	149	34	0	21	32	23	12	14	10	5	5	1	0	115	68	43	38	68	0
ASV_63	760	73	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	12	83	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	40	55	98	42	0	1	8	39	7	12	13	6	0	0	0	0	0	0	0	0	0
ASV_64	93	13	52	0	0	0	0	3	0	0	0	0	0	8	65	27	57	54	0	0	19	29	94	95	0	0	0	0	0	0	0	0	0	0	0	0	19	18	11	50	51	45	15	36	24	19	31	15	19	11	36	0	0	0	2	5	36	66	59	91	36	4	17	34	48	20	32	19	43	0	0	0	81	76	78	76	86	0
ASV_65	1	0	6	51	20	10	10	13	7	0	0	2	6	0	0	0	0	0	31	22	3	4	3	5	3	24	23	10	5	0	6	7	0	0	1	4	6	0	0	0	4	3	0	0	0	5	0	0	0	0	0	2	0	0	33	31	20	12	8	16	8	369	290	400	200	50	39	39	23	0	20	19	3	1	0	6	2	0
ASV_66	0	14	12	62	3	43	109	272	259	239	14	9	18	11	4	0	2	0	137	71	38	31	8	7	0	28	35	17	3	1	2	0	13	13	53	86	5	7	2	5	2	3	7	9	6	16	22	12	15	4	9	22	37	8	0	2	14	16	3	4	0	16	6	0	4	0	1	1	1	1	3	0	0	0	0	1	0	0
ASV_67	8	3	7	16	1	15	63	140	110	153	0	0	0	0	4	0	8	2	2	3	0	3	11	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	4	0	0	5	3	0	0	0	23	9	7	6	5	11	3	543	371	93	50	18	22	21	12	18	32	21	9	4	7	3	6	0
ASV_68	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1846
ASV_69	3	5	4	3	0	6	18	14	8	12	0	0	0	0	0	0	0	5	3	0	0	6	4	5	0	8	3	0	0	0	0	0	0	0	0	0	7	5	4	0	0	0	4	10	3	0	0	0	2	0	0	9	10	10	24	24	6	0	0	14	0	593	549	127	55	15	7	19	9	48	38	50	6	0	5	4	0	0
ASV_70	62	10	36	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	15	38	52	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	16	51	23	0	22	138	339	109	151	295	312	0	0	1	2	9	9	5	14	0
ASV_71	168	25	66	0	0	0	0	5	3	25	0	0	0	0	34	26	28	61	0	0	6	16	76	101	0	0	0	6	0	15	7	0	0	0	7	6	15	15	3	56	39	29	48	41	34	46	43	42	54	42	47	1	0	1	0	1	43	38	21	77	20	0	11	17	19	7	12	13	7	2	0	2	51	39	32	23	49	0
ASV_72	156	48	80	4	0	0	2	3	10	26	0	0	0	0	22	15	18	40	0	15	10	26	74	96	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	15	7	16	31	22	12	18	14	0	0	0	0	5	62	35	41	107	37	8	36	118	97	18	32	42	33	2	2	0	52	45	26	54	66	0
ASV_73	103	8	43	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	3	12	73	94	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	13	18	54	31	4	10	140	248	102	149	294	243	0	0	0	3	5	2	7	12	0
ASV_74	15	23	18	0	0	1	0	8	10	16	0	0	0	0	31	10	29	27	0	0	4	9	32	26	0	0	0	0	0	0	0	0	0	0	0	0	67	85	38	137	100	93	42	24	39	41	45	41	52	49	57	1	2	0	0	38	36	12	0	29	19	11	54	108	63	5	8	11	17	8	0	4	16	23	18	15	24	0
ASV_75	109	76	102	2	0	0	0	0	0	10	0	0	0	0	2	31	26	42	0	0	4	24	32	35	0	0	0	0	0	0	0	0	0	0	0	0	18	52	21	51	58	45	29	24	22	35	37	42	33	32	38	0	0	0	0	21	59	34	28	49	12	2	24	27	14	3	0	3	3	6	2	0	106	71	93	38	41	0
ASV_76	99	56	66	7	0	0	0	18	11	20	0	0	13	6	55	52	33	31	7	18	6	31	49	48	0	0	0	1	0	0	0	0	4	0	0	0	41	84	42	71	71	74	18	8	16	13	20	18	13	23	20	11	5	0	1	32	43	17	19	44	19	10	15	19	11	2	0	0	0	25	8	12	52	61	35	18	39	0
ASV_77	4	28	17	0	0	0	0	14	3	1	0	0	0	1	11	0	3	7	0	4	0	16	4	0	0	0	0	0	0	3	0	0	0	0	9	3	108	142	102	133	190	133	51	40	63	36	46	41	33	31	30	10	3	6	0	67	33	28	6	8	0	6	29	41	29	1	8	0	0	3	0	3	19	5	11	0	5	0
ASV_78	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1580
ASV_79	28	8	17	31	82	265	19	31	11	26	8	8	2	0	29	0	7	0	40	0	4	9	7	0	0	84	17	7	0	0	0	41	18	6	24	9	46	28	46	4	4	5	9	10	5	12	4	5	5	10	11	21	17	26	8	4	5	8	0	8	5	51	35	15	34	10	4	11	3	27	85	29	12	6	14	6	9	0
ASV_80	7	2	0	6	8	16	20	15	19	26	0	0	0	0	0	0	0	0	12	2	1	3	0	3	236	130	161	84	101	152	89	30	0	0	0	0	36	21	53	0	3	0	3	0	0	0	0	0	0	0	0	21	29	33	28	0	0	0	0	0	0	14	9	4	5	2	0	2	0	34	31	9	0	2	0	0	0	0
ASV_81	0	0	0	0	0	0	0	0	0	146	0	0	0	0	19	52	37	0	0	0	0	0	0	0	0	50	69	0	24	48	0	42	87	0	88	0	0	0	85	0	0	0	0	66	0	0	0	99	98	98	0	104	71	0	0	49	0	31	0	44	13	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_82	85	16	76	0	0	0	0	0	0	0	0	0	0	0	7	0	24	16	2	20	4	13	84	82	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	10	96	62	36	152	61	1	11	68	149	21	81	26	40	2	0	3	50	39	28	24	26	0
ASV_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1430
ASV_84	0	0	9	45	16	150	128	117	134	121	9	4	0	4	0	0	0	3	27	8	2	12	4	0	2	47	71	27	15	12	5	59	24	7	4	12	13	19	17	7	0	4	0	14	0	2	15	0	1	5	1	4	24	12	15	17	0	9	0	15	0	16	11	8	4	7	0	5	0	21	36	7	13	11	7	0	0	0
ASV_85	0	23	10	58	73	236	85	87	86	76	11	6	9	4	4	0	0	4	44	14	9	6	0	0	65	63	26	16	22	22	8	33	40	0	8	3	21	9	0	0	9	3	5	5	6	0	10	6	6	10	8	17	11	23	18	20	2	3	3	0	0	3	4	12	2	0	0	0	0	16	8	7	6	0	0	0	0	0
ASV_86	53	0	0	0	71	0	85	0	201	0	0	0	0	0	131	0	0	125	40	0	25	125	51	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	123	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_87	13	16	11	41	71	163	53	49	61	52	4	0	11	0	0	5	6	5	34	9	2	7	0	0	0	29	30	8	4	5	1	161	24	6	4	8	8	9	10	4	9	12	7	8	4	3	4	0	0	5	11	20	19	14	16	26	9	0	0	11	6	21	52	37	15	7	9	11	13	15	16	10	12	14	9	14	11	0
ASV_88	9	0	5	27	6	249	173	120	128	80	5	8	0	5	0	0	3	3	32	33	14	8	6	0	8	21	2	12	5	5	4	8	31	8	6	3	16	7	7	21	14	9	16	18	6	10	14	7	9	7	4	17	19	16	5	15	8	13	5	7	0	0	8	0	0	0	2	2	0	0	0	4	3	0	0	4	3	0
ASV_89	0	16	4	24	74	78	50	37	50	71	0	2	0	10	0	0	0	0	7	10	5	3	0	0	134	93	87	60	39	108	47	16	12	5	2	7	40	6	25	0	0	2	5	2	0	0	3	4	6	3	0	0	3	3	40	9	0	2	0	0	0	11	12	3	1	0	0	1	0	31	15	11	3	6	0	0	3	0
ASV_90	10	5	10	26	20	78	48	47	55	57	0	11	6	0	0	0	9	0	16	7	16	18	6	13	0	10	14	0	0	3	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	13	9	13	10	8	0	9	4	170	119	188	93	41	35	16	11	8	10	12	4	9	0	0	3	0
ASV_91	83	5	50	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	18	48	35	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	22	26	57	33	6	15	138	201	70	83	146	156	0	0	0	5	0	0	8	6	0
ASV_92	0	1	0	66	120	192	47	52	36	30	7	1	0	0	0	0	2	0	15	0	3	1	0	0	11	28	5	7	2	8	6	85	68	9	6	5	7	16	9	5	6	6	13	0	0	3	5	1	1	0	3	21	23	14	5	9	3	3	0	1	0	12	12	18	4	1	0	0	0	92	76	61	2	0	0	0	0	0
ASV_93	7	15	6	15	0	58	67	96	83	99	7	0	4	0	14	8	4	9	19	12	19	17	16	11	0	7	27	8	5	0	0	3	21	10	12	13	10	20	8	12	28	19	12	0	0	11	8	11	9	3	0	10	4	12	3	25	14	12	6	12	3	12	23	43	38	9	15	16	12	19	5	8	10	5	11	8	9	0
ASV_94	0	0	0	0	0	3	1	0	3	1	5	4	2	0	0	3	2	0	6	0	0	5	3	1	0	41	19	16	13	8	1	16	27	22	14	9	80	39	47	33	38	20	16	12	29	30	26	31	27	12	45	50	59	46	2	4	2	2	0	0	0	44	86	58	39	17	12	21	14	5	0	5	0	0	2	1	1	0
ASV_95	26	0	0	8	0	126	59	107	0	0	108	77	0	0	0	0	0	33	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	45	0	19	74	89	0	103	0	0	0	0	0	121	0	0	0	0	87	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
ASV_96	6	8	15	17	13	77	69	90	82	75	5	3	5	0	3	3	0	0	12	10	4	6	4	0	0	4	8	6	0	0	0	0	0	0	0	0	0	5	10	2	0	0	0	0	0	0	0	0	1	1	0	14	9	15	0	6	10	6	0	8	2	103	91	87	42	30	12	10	7	23	26	32	5	9	5	9	13	0
ASV_97	122	9	29	6	0	0	0	1	4	8	0	0	0	0	41	12	46	35	2	0	3	11	95	121	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	3	5	4	1	0	0	3	0	0	0	0	0	0	35	16	17	77	49	0	0	8	49	10	0	27	30	0	0	0	18	27	47	56	82	0
ASV_98	94	19	47	0	0	5	6	7	9	8	0	0	0	0	45	28	40	44	2	8	3	17	83	130	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	4	0	0	2	4	0	4	0	2	0	3	0	0	0	0	0	1	17	15	22	71	41	0	0	15	46	0	10	29	52	0	0	0	12	12	34	41	68	0
ASV_99	0	222	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	98	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	134	103	44	69	11	9	73	77	58	7	18	7	2	0	0	0	0	0	0	0	0	0
ASV_100	128	87	136	1	0	0	0	0	0	0	0	0	0	0	5	6	13	22	2	1	9	40	24	30	0	0	0	0	0	0	0	0	0	0	0	0	27	17	10	14	19	16	6	11	8	9	4	3	0	6	3	0	0	0	0	7	36	22	24	36	6	3	27	23	19	0	7	0	7	4	3	1	39	53	29	29	51	0
ASV_101	50	0	25	0	0	0	0	1	0	0	0	0	0	0	42	33	41	39	0	7	0	11	49	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	5	0	0	0	0	0	0	44	26	24	60	32	0	7	32	55	0	25	25	40	0	0	0	26	19	48	79	94	0
ASV_102	220	37	150	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	19	87	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34	28	44	73	21	2	2	4	24	0	15	13	8	0	0	0	37	43	28	46	34	0
ASV_103	0	11	86	152	2	0	100	0	0	0	0	0	0	0	0	0	0	0	172	106	200	87	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_104	0	0	0	0	0	11	7	29	15	13	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	250	266	78	23	45	26	3	2	0	3	5	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	65	116	25	15	4	6	0	4	0	2	4	1	0	0	0	0	0
ASV_105	0	8	5	24	58	110	42	35	43	70	0	2	3	0	0	0	0	0	18	6	1	0	0	0	91	79	25	37	10	22	17	14	3	0	0	4	41	5	51	0	2	0	4	2	2	0	6	3	1	3	0	1	0	4	50	14	2	2	0	0	0	55	19	5	1	0	0	0	0	10	16	4	0	3	0	0	0	0
ASV_106	44	14	27	0	0	0	0	0	2	7	0	0	0	3	19	8	9	18	0	3	10	13	34	42	0	0	0	0	0	0	0	0	0	0	0	4	18	18	8	23	38	33	21	11	14	30	31	32	30	29	32	0	0	0	0	7	54	33	21	40	11	0	14	14	10	2	5	0	7	0	0	0	39	33	23	20	33	0
ASV_107	0	3	0	0	0	0	0	0	0	0	0	0	0	3	8	13	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	83	64	47	119	112	70	56	50	66	39	46	45	28	28	40	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	9	0	11	0
ASV_108	9	75	23	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23	27	28	45	39	27	37	44	40	53	76	95	61	56	49	0	0	0	1	50	23	5	8	5	1	0	14	15	6	0	1	0	0	4	0	2	5	4	7	0	3	0
ASV_109	0	12	5	111	106	14	15	2	10	11	0	7	0	0	0	4	0	3	36	5	0	0	0	0	89	36	39	17	21	36	18	20	0	0	0	0	29	9	11	0	1	0	5	0	0	1	0	0	0	3	0	0	0	4	49	22	0	0	0	0	0	75	19	12	0	0	0	0	0	39	62	15	0	6	1	0	4	0
ASV_110	44	8	25	0	0	0	2	3	2	12	0	0	0	0	29	20	29	43	1	8	3	13	37	56	0	0	0	0	0	0	0	0	0	0	3	7	0	1	2	1	0	3	7	10	15	21	39	10	13	24	22	0	0	0	0	0	23	10	23	43	29	0	8	25	55	6	38	22	55	2	0	0	14	12	33	17	48	0
ASV_111	10	11	3	42	61	69	39	36	38	35	0	7	0	0	8	0	3	4	35	12	12	7	0	1	0	19	25	7	0	0	0	38	0	0	0	0	16	13	12	14	12	9	6	0	0	9	8	3	3	0	3	6	10	4	27	31	0	3	1	0	0	41	54	44	13	1	0	2	0	14	18	16	14	4	5	7	16	0
ASV_112	5	0	6	30	540	158	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	13	4	0	0	2	0	58	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	21	7	7	4	0	1	2	1	3	2	2	0	0	2	3	2	0
ASV_113	2	13	5	0	0	19	11	37	35	80	0	0	0	0	0	0	3	0	0	7	4	0	0	3	18	4	4	0	11	14	3	1	0	0	12	8	89	21	110	5	0	0	16	0	14	14	13	7	6	4	16	3	0	0	78	10	3	0	3	7	0	19	76	17	4	0	0	0	1	18	50	15	0	3	0	0	3	0
ASV_114	89	54	81	3	0	0	0	0	2	0	0	0	3	0	15	3	27	6	3	3	0	16	25	31	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	5	11	8	0	6	7	10	12	3	3	0	5	0	0	0	0	3	35	25	22	32	14	4	20	24	14	1	7	0	1	0	0	2	78	45	49	38	62	0
ASV_115	4	3	3	21	30	6	4	6	3	3	0	2	4	1	1	0	0	0	10	7	0	0	1	1	15	6	3	1	3	3	3	0	0	0	0	0	141	36	186	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	167	12	2	0	0	0	0	36	24	8	7	0	0	1	0	28	67	33	0	3	0	0	1	0
ASV_116	0	0	0	0	0	20	49	81	90	117	2	0	0	1	10	7	8	0	0	9	0	0	0	0	0	33	0	17	22	37	12	0	13	17	28	8	17	23	14	26	20	25	16	28	6	12	12	15	14	9	12	0	0	10	0	7	0	0	0	0	0	6	6	0	0	0	0	0	0	23	0	7	0	0	0	0	0	0
ASV_117	17	28	13	53	11	93	37	41	57	72	0	0	12	11	3	0	3	2	23	31	9	8	1	0	0	16	17	8	0	4	0	24	16	0	7	0	15	10	12	4	10	4	0	0	12	5	0	8	12	0	11	16	22	38	3	12	9	0	0	3	0	3	5	3	3	0	0	0	6	4	20	1	4	0	3	7	6	0
ASV_118	5	6	11	14	8	55	52	40	33	68	0	0	0	0	0	0	4	0	0	6	0	7	0	0	0	7	10	6	0	1	0	5	3	0	0	0	0	0	3	0	0	0	2	3	0	0	0	0	0	0	5	5	0	0	5	0	6	4	3	0	3	123	100	126	46	23	14	0	7	9	19	8	7	0	9	0	4	0
ASV_119	13	92	45	3	0	0	0	1	0	2	0	0	0	1	6	6	12	17	0	4	3	16	5	10	0	0	0	0	0	0	0	0	0	0	0	1	37	30	15	60	36	44	14	14	16	9	9	15	22	8	15	0	0	2	1	32	25	20	14	17	6	3	22	27	25	8	5	4	1	4	0	8	20	23	10	2	14	0
ASV_120	57	0	23	0	0	0	0	13	10	6	0	0	0	0	11	0	10	16	0	7	0	14	56	44	0	0	0	0	0	0	3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	3	3	0	0	0	5	0	0	0	0	0	13	12	24	50	31	0	9	39	85	28	41	95	81	0	0	0	0	0	21	31	27	0
ASV_121	9	9	11	6	0	107	172	109	101	88	0	0	0	0	0	0	3	6	11	6	2	1	2	3	6	9	1	2	9	2	4	0	6	0	3	6	3	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	7	5	3	6	0	8	7	39	38	13	12	9	5	0	1	0	6	2	0	0	6	0
ASV_122	111	26	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	128	139	8	75	68	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_123	11	20	8	61	31	78	49	49	47	51	0	0	0	0	0	0	0	0	15	9	0	5	0	7	0	15	53	7	0	0	0	59	17	0	0	0	15	16	21	0	0	0	14	0	0	0	0	0	0	0	0	16	17	21	20	26	0	0	0	0	0	21	10	10	11	0	0	0	0	18	26	0	0	0	0	9	0	0
ASV_124	1	0	9	13	0	88	82	32	37	28	4	0	16	7	0	0	0	0	26	25	11	10	0	1	0	0	0	2	2	2	0	0	6	2	0	0	38	34	28	0	11	5	4	0	2	4	5	7	2	3	2	100	69	86	0	7	6	2	3	0	0	5	9	0	0	0	0	0	0	9	3	5	0	2	0	0	0	0
ASV_125	1	5	3	0	0	0	4	0	6	8	0	0	0	0	10	7	6	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	1	0	5	33	43	19	65	75	72	26	35	35	52	45	41	43	48	45	0	0	0	0	9	7	4	5	0	0	4	12	16	0	0	0	0	0	0	1	4	13	0	11	0	6	0
ASV_126	40	10	24	2	0	0	0	0	0	0	0	0	0	1	59	30	39	15	0	9	8	14	34	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	4	1	5	0	0	0	3	2	3	19	19	24	53	33	0	2	16	57	10	12	22	16	0	4	0	27	40	62	28	48	0
ASV_127	0	1	0	0	0	0	0	0	0	0	4	0	0	2	10	5	0	0	6	0	2	3	0	1	0	11	21	7	8	6	2	23	35	13	10	12	27	34	12	30	33	15	31	12	8	41	7	17	20	21	38	52	35	38	0	4	1	3	0	3	0	17	55	35	23	9	0	5	5	3	0	0	7	2	1	1	0	0
ASV_128	19	0	0	0	0	141	0	18	17	0	58	5	0	0	0	0	0	78	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	115	0	0	129	0	0	0	0	0	167	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	10	0	0	0	0	17	0	0
ASV_129	1	0	0	3	7	62	9	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	386	20	0	0	0	88	14	117	9	8	2	1	0	0	0	0	1	0	0	0	0	0	1	34	6	2	0	0	0	0	6	11	13	6	0	0	0	0	3	0	2	0	0	0	0	0	0
ASV_130	22	51	45	36	10	0	9	0	18	0	0	0	49	63	0	0	0	0	90	62	85	9	8	44	0	0	0	0	0	0	0	0	0	0	0	56	63	0	0	0	0	12	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_131	98	24	66	0	0	0	0	0	6	1	0	0	0	0	26	13	16	38	2	7	6	14	42	52	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	7	0	0	8	0	0	7	7	0	12	6	3	0	0	0	0	2	17	13	17	43	0	0	5	7	10	2	10	5	6	5	0	3	47	38	31	19	62	0
ASV_132	2	1	0	1	0	73	99	112	123	94	0	0	0	0	1	2	0	0	0	0	0	0	0	0	22	8	4	6	3	0	1	1	37	15	15	11	7	10	13	5	15	12	8	8	2	8	13	5	5	8	10	14	14	4	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
ASV_133	0	0	6	7	0	58	109	122	122	104	0	0	0	0	6	0	3	3	6	3	0	6	2	6	0	0	0	0	6	4	3	0	12	15	21	13	11	4	4	10	3	9	9	0	17	9	4	12	6	8	6	0	0	0	0	9	2	0	0	3	3	2	4	0	0	0	2	0	1	0	0	0	3	2	5	1	1	0
ASV_134	12	10	9	1	0	0	0	0	9	5	0	0	0	0	15	26	7	10	0	6	3	2	18	22	0	0	0	0	0	0	0	0	1	2	2	3	12	23	19	35	53	32	16	23	18	26	34	24	33	12	24	0	0	0	0	8	15	20	2	16	9	0	22	31	18	0	2	1	0	0	5	2	15	13	18	21	19	0
ASV_135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764
ASV_136	93	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0	0	20	0	3	0	0	18	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	23	44	24	0	0	39	83	22	55	58	69	0	0	0	13	12	13	23	33	0
ASV_137	32	12	14	3	0	0	0	0	5	6	0	0	0	0	47	24	14	34	5	20	0	13	21	31	0	3	1	0	0	0	0	0	0	0	0	0	13	17	0	0	0	16	0	0	0	0	0	0	0	0	0	2	1	0	0	8	13	0	3	15	0	0	21	55	23	13	19	18	14	7	16	0	40	23	32	52	45	0
ASV_138	5	11	0	13	10	17	3	4	7	0	2	5	5	0	0	0	5	0	23	8	4	2	4	0	0	18	44	17	16	14	10	110	19	5	10	0	62	20	80	0	9	0	0	0	10	4	0	0	1	13	8	3	5	0	24	17	6	4	5	3	0	11	8	0	0	2	0	0	0	13	16	13	5	0	10	0	7	0
ASV_139	0	0	0	0	0	148	104	0	0	0	80	0	11	0	0	0	0	34	5	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	93	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	38	0	27	0
ASV_140	1	2	2	22	10	50	76	91	97	84	2	2	2	5	0	7	0	0	26	11	9	2	0	0	0	0	1	0	0	0	0	5	11	0	11	6	33	2	42	0	0	0	0	0	0	0	8	7	2	0	0	11	10	27	21	9	1	3	2	0	0	3	5	0	3	0	0	0	0	0	4	6	0	3	0	0	1	0
ASV_141	0	3	4	10	16	87	37	35	43	43	3	0	0	2	1	0	0	0	4	0	0	0	4	0	15	20	10	7	14	6	11	32	0	0	4	3	62	15	50	0	8	0	4	2	0	2	0	2	4	6	3	7	6	0	38	5	5	0	0	6	2	26	27	8	5	2	1	0	1	5	9	12	1	0	0	0	0	0
